,agic_sortid,taxable_year,agic,county,all_returns,all_joint_returns,all_taxable_returns,dependents_on_returns,adjusted_gross_income,tax_assessed
0,2,2008,"18,000 to 29,999",Alpine,54,13,29,27,1291000,3000
1,1,2012,Zero and Deficit,Alpine,90,12,12,25,-23000,0
2,3,2005,"30,000 to 59,999",Alpine,77,43,60,55,3380000,47000
3,4,2014,"60,000 to 99,999",Alpine,52,38,52,29,3983000,80000
4,3,2008,"30,000 to 59,999",Alpine,73,39,55,32,3207000,37000
5,1,2003,Zero and Deficit,Alpine,88,16,26,26,709000,1000
6,5,2006,"100,000 and over",Alpine,44,36,43,39,7499000,377000
7,4,2009,"60,000 to 99,999",Alpine,54,41,54,35,4204000,117000
8,5,2014,"100,000 and over",Alpine,53,47,53,33,10987000,545000
9,1,2008,Zero and Deficit,Alpine,85,11,14,36,227000,0
10,1,2010,Zero and Deficit,Alpine,81,13,11,32,406000,1000
11,4,2013,"60,000 to 99,999",Alpine,49,33,49,25,3768000,85000
12,4,2004,"60,000 to 99,999",Alpine,63,52,63,45,4920000,142000
13,5,2004,"100,000 and over",Alpine,37,29,37,27,6513000,390000
14,2,2016,"18,000 to 29,999",Alpine,54,,,13,1306000,6000
15,1,2011,Zero and Deficit,Alpine,73,10,,29,644000,0
16,3,2009,"30,000 to 59,999",Alpine,74,41,71,36,3362000,58000
17,5,2011,"100,000 and over",Alpine,51,46,51,50,9491000,442000
18,5,2012,"100,000 and over",Alpine,49,42,49,41,8685000,472000
19,2,2011,"18,000 to 29,999",Alpine,44,12,21,17,1039000,2000
20,4,2005,"60,000 to 99,999",Alpine,69,58,69,47,5407000,143000
21,3,2015,"30,000 to 59,999",Alpine,68,31,46,19,3064000,42000
22,3,2004,"30,000 to 59,999",Alpine,85,52,67,58,3669000,47000
23,1,2009,Zero and Deficit,Alpine,79,11,15,21,532000,0
24,1,2014,"Zero and Deficit to 17,999",Alpine,80,10,,21,-53000,0
25,5,2007,"100,000 and over",Alpine,48,39,48,26,8450000,444000
26,4,2011,"60,000 to 99,999",Alpine,45,32,43,24,3387000,78000
27,5,2010,"100,000 and over",Alpine,45,44,45,38,7738000,414000
28,2,2014,"18,000 to 29,999",Alpine,36,,24,13,844000,4000
29,4,2010,"60,000 to 99,999",Alpine,51,36,50,27,3888000,112000
30,5,2009,"100,000 and over",Alpine,46,42,45,34,6372000,286000
31,2,2005,"18,000 to 29,999",Alpine,36,,19,24,843000,5000
32,4,2003,"60,000 to 99,999",Alpine,72,63,72,64,5552000,155000
33,2,2009,"18,000 to 29,999",Alpine,50,14,26,24,1197000,4000
34,1,2007,Zero and Deficit,Alpine,82,,23,19,-51000,0
35,3,2011,"30,000 to 59,999",Alpine,79,39,57,43,3572000,46000
36,1,2015,"Zero and Deficit to to 17,999",Alpine,89,11,11,34,115000,0
37,4,2006,"60,000 to 99,999",Alpine,69,57,69,45,5431000,142000
38,3,2016,"30,000 to 59,999",Alpine,84,28,60,32,3551000,46000
39,1,2005,Zero and Deficit,Alpine,75,12,26,19,581000,0
40,1,2013,"Zero and Deficit to 17,999",Alpine,70,14,13,16,-91000,0
41,3,2007,"30,000 to 59,999",Alpine,75,38,55,49,3297000,41000
42,1,2016,"Zero and Deficit to to 17,999",Alpine,116,,,40,397000,0
43,3,2013,"30,000 to 59,999",Alpine,75,40,55,34,3298000,37000
44,4,2007,"60,000 to 99,999",Alpine,73,56,68,46,5585000,141000
45,4,2015,"60,000 to 99,999",Alpine,44,26,43,21,3332000,82000
46,4,2016,"60,000 to 99,999",Alpine,65,37,64,24,5014000,138000
47,2,2007,"18,000 to 29,999",Alpine,44,,26,22,1051000,4000
48,5,2005,"100,000 and over",Alpine,37,29,37,29,7067000,423000
49,2,2015,"18,000 to 29,999",Alpine,47,13,20,25,1093000,1000
50,2,2006,"18,000 to 29,999",Alpine,37,11,18,24,868000,4000
51,2,2003,"18,000 to 29,999",Alpine,50,18,23,32,1205000,6000
52,2,2012,"18,000 to 29,999",Alpine,43,11,21,27,998000,2000
53,5,2008,"100,000 and over",Alpine,45,40,45,35,7360000,357000
54,4,2008,"60,000 to 99,999",Alpine,61,44,58,35,4710000,114000
55,5,2015,"100,000 and over",Alpine,70,64,70,44,13444000,784000
56,5,2016,"100,000 and over",Alpine,65,60,65,39,13825000,915000
57,5,2013,"100,000 and over",Alpine,44,42,44,42,7443000,361000
58,3,2010,"30,000 to 59,999",Alpine,73,41,67,31,3175000,46000
59,2,2010,"18,000 to 29,999",Alpine,50,15,28,18,1163000,6000
60,2,2004,"18,000 to 29,999",Alpine,37,,20,14,862000,7000
61,3,2014,"30,000 to 59,999",Alpine,73,37,46,34,3113000,32000
62,3,2003,"30,000 to 59,999",Alpine,77,45,59,61,3325000,46000
63,3,2012,"30,000 to 59,999",Alpine,76,41,56,26,3350000,43000
64,2,2013,"18,000 to 29,999",Alpine,52,10,28,29,1239000,3000
65,1,2006,Zero and Deficit,Alpine,84,11,26,12,370000,1000
66,5,2003,"100,000 and over",Alpine,24,21,24,15,3775000,202000
67,3,2006,"30,000 to 59,999",Alpine,74,35,59,41,3279000,51000
68,4,2012,"60,000 to 99,999",Alpine,46,32,45,25,3474000,76000
69,1,2004,Zero and Deficit,Alpine,78,14,23,19,698000,0
70,1,2011,Zero and Deficit,Butte,1731,672,36,443,-102178000,17000
71,20,2015,"100,000 to 149,999",Butte,6535,5243,6512,5510,788428000,30705000
72,21,2014,"150,000 to 199,999",Butte,2107,1824,2098,1776,359845000,18454000
73,6,2003,"12,000 to 14,999",Butte,4599,976,1794,1947,62085000,101000
74,2,2015,"1 to 2,999",Butte,2738,322,81,637,4342000,1000
75,6,2006,"12,000 to 14,999",Butte,4542,829,1387,2095,61257000,76000
76,4,2010,"6,000 to 8,999",Butte,4408,644,555,1732,33071000,27000
77,9,2012,"21,000 to 23,999",Butte,3524,1082,1598,2271,79134000,252000
78,13,2004,"35,000 to 39,999",Butte,3867,1929,2844,2572,144828000,1697000
79,15,2014,"50,000 to 59,999",Butte,4855,2610,4008,3521,265569000,4080000
80,11,2007,"27,000 to 29,999",Butte,3410,1153,1781,2131,97059000,677000
81,20,2011,"100,000 to 149,999",Butte,4969,4221,4940,4414,594265000,22746000
82,16,2013,"60,000 to 69,999",Butte,3851,2511,3551,2982,249654000,4600000
83,5,2011,"9,000 to 11,999",Butte,4483,674,398,1969,47057000,30000
84,2,2007,"1 to 2,999",Butte,3107,375,230,682,4385000,3000
85,3,2006,"3,000 to 5,999",Butte,3811,402,899,981,17322000,18000
86,4,2008,"6,000 to 8,999",Butte,4317,533,625,1340,32452000,25000
87,21,2013,"150,000 to 199,999",Butte,1889,1643,1882,1649,321444000,16599000
88,19,2009,"90,000 to 99,999",Butte,1897,1555,1890,1649,179807000,6009000
89,12,2004,"30,000 to 34,999",Butte,4615,1965,3035,2965,149537000,1556000
90,22,2004,"200,000 to 299,999",Butte,628,542,626,570,149991000,9675000
91,5,2009,"9,000 to 11,999",Butte,4508,778,657,1857,47264000,35000
92,21,2003,"150,000 to 199,999",Butte,771,674,770,724,131964000,7426000
93,10,2005,"24,000 to 26,999",Butte,3564,1200,1852,2244,90727000,583000
94,20,2016,"100,000 to 149,999",Butte,6940,5571,6909,5958,837879000,31818000
95,17,2005,"70,000 to 79,999",Butte,3038,2366,2980,2747,227187000,5806000
96,15,2006,"50,000 to 59,999",Butte,5048,3226,4435,3904,276707000,4635000
97,23,2004,"300,000 to 399,999",Butte,250,217,249,225,85732000,6339000
98,23,2009,"300,000 to 399,999",Butte,258,220,258,216,88065000,6397000
99,13,2007,"35,000 to 39,999",Butte,4289,1931,2834,2745,160600000,1656000
100,16,2004,"60,000 to 69,999",Butte,3751,2776,3641,3344,242946000,5561000
101,25,2004,"500,000 to 999,999",Butte,138,125,137,142,90777000,7468000
102,4,2009,"6,000 to 8,999",Butte,4380,639,549,1642,32937000,27000
103,8,2015,"18,000 to 20,999",Butte,4129,838,2009,2191,80356000,176000
104,7,2005,"15,000 to 17,999",Butte,4524,1066,2273,2241,74641000,186000
105,17,2006,"70,000 to 79,999",Butte,3179,2461,3084,2702,237668000,5659000
106,23,2007,"300,000 to 399,999",Butte,317,273,316,269,108630000,7668000
107,7,2007,"15,000 to 17,999",Butte,4378,918,2153,2133,72211000,148000
108,16,2007,"60,000 to 69,999",Butte,4193,2917,3907,3369,271525000,5343000
109,22,2009,"200,000 to 299,999",Butte,730,640,726,685,173799000,11043000
110,18,2006,"80,000 to 89,999",Butte,2404,1938,2372,2100,203825000,5694000
111,13,2005,"35,000 to 39,999",Butte,4058,1928,2900,2640,151777000,1765000
112,9,2009,"21,000 to 23,999",Butte,3689,1075,1947,2387,82901000,405000
113,8,2004,"18,000 to 20,999",Butte,4365,1268,2154,2375,85034000,342000
114,6,2005,"12,000 to 14,999",Butte,4670,863,1690,2015,63012000,101000
115,13,2010,"35,000 to 39,999",Butte,3826,1710,3266,2579,143217000,1740000
116,25,2010,"500,000 to 999,999",Butte,190,170,189,201,125211000,10049000
117,22,2013,"200,000 to 299,999",Butte,1043,906,1036,867,249065000,15310000
118,10,2008,"24,000 to 26,999",Butte,3520,1129,1777,2106,89643000,466000
119,13,2003,"35,000 to 39,999",Butte,3839,2012,2869,2683,143848000,1739000
120,19,2004,"90,000 to 99,999",Butte,1532,1331,1519,1542,145321000,4960000
121,24,2010,"400,000 to 499,999",Butte,139,119,138,138,62131000,4732000
122,26,2016,"1,000,000 and over",Butte,99,84,98,66,232329000,24743000
123,21,2007,"150,000 to 199,999",Butte,1397,1220,1390,1139,237317000,12452000
124,14,2016,"40,000 to 49,999",Butte,7033,2971,4951,4483,314922000,3767000
125,21,2015,"150,000 to 199,999",Butte,2449,2106,2439,2182,418056000,21439000
126,26,2011,"1,000,000 and over",Butte,62,51,61,45,172601000,13385000
127,6,2004,"12,000 to 14,999",Butte,4644,969,1711,1992,62631000,96000
128,4,2014,"6,000 to 8,999",Butte,4036,417,631,1246,30275000,31000
129,4,2007,"6,000 to 8,999",Butte,4518,533,755,1458,33960000,34000
130,7,2004,"15,000 to 17,999",Butte,4553,1143,2256,2208,74989000,190000
131,6,2015,"12,000 to 14,999",Butte,4580,665,835,2045,61916000,43000
132,19,2007,"90,000 to 99,999",Butte,1954,1595,1929,1768,185248000,5584000
133,10,2004,"24,000 to 26,999",Butte,3549,1307,1776,2337,90317000,580000
134,13,2009,"35,000 to 39,999",Butte,3844,1714,3276,2580,143884000,1756000
135,18,2009,"80,000 to 89,999",Butte,2476,1916,2460,2018,210027000,6381000
136,4,2015,"6,000 to 8,999",Butte,4179,447,637,1360,31326000,30000
137,16,2005,"60,000 to 69,999",Butte,3830,2827,3668,3220,248074000,5414000
138,2,2011,"1 to 2,999",Butte,3203,481,137,768,4271000,4000
139,15,2008,"50,000 to 59,999",Butte,4940,3085,4139,3710,270752000,4012000
140,20,2012,"100,000 to 149,999",Butte,5348,4503,5320,4840,642052000,24859000
141,14,2003,"40,000 to 49,999",Butte,6260,3751,5271,4807,279649000,4177000
142,15,2005,"50,000 to 59,999",Butte,4962,3353,4481,4148,272082000,4723000
143,5,2007,"9,000 to 11,999",Butte,4690,664,702,1753,49219000,44000
144,1,2015,Zero and Deficit,Butte,1551,505,14,385,-73332000,14000
145,19,2005,"90,000 to 99,999",Butte,1647,1423,1641,1585,156008000,5143000
146,18,2008,"80,000 to 89,999",Butte,2569,2020,2517,2157,217767000,5469000
147,3,2015,"3,000 to 5,999",Butte,3675,379,548,1055,16571000,13000
148,12,2007,"30,000 to 34,999",Butte,4904,1936,2909,3059,159077000,1407000
149,4,2005,"6,000 to 8,999",Butte,4301,543,680,1310,32238000,30000
150,20,2006,"100,000 to 149,999",Butte,4336,3761,4318,3965,518068000,21175000
151,17,2011,"70,000 to 79,999",Butte,3048,2177,2939,2310,227994000,5238000
152,11,2016,"27,000 to 29,999",Butte,3432,904,1860,2002,97716000,568000
153,20,2005,"100,000 to 149,999",Butte,3855,3407,3841,3587,459422000,19599000
154,16,2016,"60,000 to 69,999",Butte,4089,2403,3733,2897,264877000,4948000
155,12,2012,"30,000 to 34,999",Butte,4564,1695,2452,3065,148240000,1103000
156,26,2007,"1,000,000 and over",Butte,85,77,85,86,226533000,20884000
157,8,2006,"18,000 to 20,999",Butte,4085,1111,1989,2223,79716000,260000
158,10,2016,"24,000 to 26,999",Butte,3756,911,1977,1977,95582000,438000
159,3,2014,"3,000 to 5,999",Butte,3361,380,509,895,15331000,14000
160,9,2004,"21,000 to 23,999",Butte,3919,1228,2004,2363,88104000,482000
161,22,2012,"200,000 to 299,999",Butte,952,833,943,768,226523000,13707000
162,12,2015,"30,000 to 34,999",Butte,4857,1590,2653,3111,157691000,1145000
163,21,2004,"150,000 to 199,999",Butte,958,838,954,909,163425000,9187000
164,19,2014,"90,000 to 99,999",Butte,2266,1663,2234,1815,214993000,6555000
165,18,2005,"80,000 to 89,999",Butte,2199,1811,2176,2011,186434000,5445000
166,23,2013,"300,000 to 399,999",Butte,321,285,318,243,110730000,7502000
167,23,2014,"300,000 to 399,999",Butte,359,305,356,273,123882000,8637000
168,24,2003,"400,000 to 499,999",Butte,95,88,95,99,42110000,3252000
169,15,2004,"50,000 to 59,999",Butte,4822,3320,4439,4180,264063000,4735000
170,7,2009,"15,000 to 17,999",Butte,4106,1013,1862,2323,67653000,151000
171,7,2016,"15,000 to 17,999",Butte,4334,642,1542,1874,71419000,88000
172,11,2010,"27,000 to 29,999",Butte,3107,1108,1925,2265,88403000,630000
173,9,2005,"21,000 to 23,999",Butte,3994,1199,2067,2338,89796000,478000
174,25,2005,"500,000 to 999,999",Butte,183,159,182,146,123106000,10015000
175,1,2009,Zero and Deficit,Butte,1720,684,46,525,-85137000,24000
176,11,2008,"27,000 to 29,999",Butte,3266,1144,1613,2097,92896000,565000
177,22,2011,"200,000 to 299,999",Butte,860,764,856,790,205161000,12421000
178,24,2007,"400,000 to 499,999",Butte,157,135,156,134,69635000,5250000
179,8,2013,"18,000 to 20,999",Butte,3769,910,1699,2163,73340000,152000
180,9,2013,"21,000 to 23,999",Butte,3492,973,1637,2235,78399000,242000
181,22,2008,"200,000 to 299,999",Butte,761,678,759,705,180950000,10919000
182,15,2003,"50,000 to 59,999",Butte,4787,3295,4484,4223,261831000,4888000
183,9,2010,"21,000 to 23,999",Butte,3601,1091,1819,2395,80905000,382000
184,17,2014,"70,000 to 79,999",Butte,3243,2228,3143,2388,242568000,5557000
185,18,2007,"80,000 to 89,999",Butte,2655,2064,2613,2210,224890000,6038000
186,12,2016,"30,000 to 34,999",Butte,5410,1642,2978,3444,175518000,1266000
187,15,2013,"50,000 to 59,999",Butte,4855,2753,4065,3519,266084000,4099000
188,2,2009,"1 to 2,999",Butte,3664,555,121,1028,4858000,3000
189,8,2005,"18,000 to 20,999",Butte,4257,1214,2068,2335,82917000,305000
190,19,2015,"90,000 to 99,999",Butte,2303,1723,2281,1886,218621000,6510000
191,3,2011,"3,000 to 5,999",Butte,3617,474,588,1235,16507000,16000
192,6,2012,"12,000 to 14,999",Butte,4390,759,795,2142,59238000,40000
193,3,2016,"3,000 to 5,999",Butte,3648,356,500,908,16646000,12000
194,7,2006,"15,000 to 17,999",Butte,4382,955,2164,2188,72398000,160000
195,3,2008,"3,000 to 5,999",Butte,3875,415,685,1213,17614000,14000
196,24,2014,"400,000 to 499,999",Butte,195,166,194,173,86915000,6594000
197,21,2005,"150,000 to 199,999",Butte,1050,919,1045,982,179788000,9861000
198,20,2014,"100,000 and over",Butte,6267,5091,6244,5540,753756000,29237000
199,16,2011,"60,000 to 69,999",Butte,3753,2529,3477,2795,243355000,4579000
200,12,2013,"30,000 to 34,999",Butte,4744,1718,2514,3257,153984000,1093000
201,17,2016,"70,000 to 79,999",Butte,3435,2232,3335,2631,256931000,5740000
202,20,2003,"100,000 to 149,999",Butte,3137,2809,3128,3214,372901000,16369000
203,22,2007,"200,000 to 299,999",Butte,878,753,875,713,212040000,13066000
204,5,2008,"9,000 to 11,999",Butte,4415,622,489,1766,46242000,33000
205,13,2008,"35,000 to 39,999",Butte,4098,1810,2623,2660,153483000,1512000
206,5,2012,"9,000 to 11,999",Butte,4315,620,391,1821,45393000,28000
207,25,2016,"500,000 to 999,999",Butte,318,280,317,283,212711000,17941000
208,7,2015,"15,000 to 17,999",Butte,4213,761,1507,2038,69470000,87000
209,18,2011,"80,000 to 89,999",Butte,2505,1896,2469,2221,212313000,5492000
210,9,2008,"21,000 to 23,999",Butte,3766,1063,1749,2345,84687000,313000
211,10,2007,"24,000 to 26,999",Butte,3614,1117,1894,2175,92062000,541000
212,1,2003,Zero and Deficit,Butte,943,319,19,232,-15590000,43000
213,14,2012,"40,000 to 49,999",Butte,6294,3068,4424,4473,281853000,3360000
214,11,2005,"27,000 to 29,999",Butte,3122,1189,1666,1995,88864000,677000
215,5,2010,"9,000 to 11,999",Butte,4534,748,608,2081,47602000,40000
216,19,2010,"90,000 to 99,999",Butte,1983,1597,1975,1750,188015000,6381000
217,16,2006,"60,000 to 69,999",Butte,4003,2845,3779,3351,259339000,5270000
218,24,2016,"400,000 to 499,999",Butte,208,172,208,160,92888000,7060000
219,22,2015,"200,000 to 299,999",Butte,1249,1069,1239,979,298437000,18147000
220,3,2013,"3,000 to 5,999",Butte,3355,370,530,937,15302000,17000
221,13,2016,"35,000 to 39,999",Butte,4663,1645,2700,3088,174525000,1563000
222,8,2014,"18,000 to 20,999",Butte,3922,887,1876,2152,76394000,173000
223,15,2007,"50,000 to 59,999",Butte,5183,3217,4465,3940,284166000,4619000
224,23,2003,"300,000 to 399,999",Butte,203,180,201,192,69498000,5048000
225,21,2011,"150,000 to 199,999",Butte,1557,1395,1553,1392,264878000,13575000
226,16,2003,"60,000 to 69,999",Butte,3645,2816,3551,3231,235851000,5419000
227,24,2008,"400,000 to 499,999",Butte,150,131,150,138,67117000,4953000
228,7,2008,"15,000 to 17,999",Butte,4303,913,1846,2260,70970000,104000
229,8,2011,"18,000 to 20,999",Butte,3867,1016,1711,2385,75354000,165000
230,21,2006,"150,000 to 199,999",Butte,1245,1089,1240,1119,211634000,11230000
231,21,2016,"150,000 to 199,999",Butte,2539,2200,2535,2184,433593000,22031000
232,18,2012,"80,000 to 89,999",Butte,2525,1852,2490,2065,214279000,5724000
233,15,2011,"50,000 to 59,999",Butte,4827,2879,4067,3579,264558000,4038000
234,12,2005,"30,000 to 34,999",Butte,4711,2049,2987,3033,152750000,1461000
235,14,2004,"40,000 to 49,999",Butte,6361,3701,5256,4794,284752000,4177000
236,17,2010,"70,000 to 79,999",Butte,3052,2230,3022,2436,228613000,6242000
237,23,2005,"300,000 to 399,999",Butte,290,251,288,281,99584000,7259000
238,2,2008,"1 to 2,999",Butte,3101,399,164,732,4401000,2000
239,1,2005,Zero and Deficit,Butte,1186,445,23,359,-30224000,4000
240,5,2013,"9,000 to 11,999",Butte,4358,570,463,1725,45707000,43000
241,26,2013,"1,000,000 and over",Butte,64,54,64,42,141819000,15259000
242,3,2005,"3,000 to 5,999",Butte,3900,417,934,944,17746000,16000
243,24,2015,"400,000 to 499,999",Butte,211,176,210,176,93949000,7161000
244,24,2005,"400,000 to 499,999",Butte,138,116,136,127,61217000,4620000
245,20,2009,"100,000 to 149,999",Butte,4655,4046,4645,4350,558421000,23367000
246,24,2012,"400,000 to 499,999",Butte,185,161,185,167,82023000,6274000
247,6,2009,"12,000 to 14,999",Butte,4430,840,1326,2276,59652000,69000
248,16,2009,"60,000 to 69,999",Butte,3773,2557,3716,2939,244920000,5688000
249,9,2011,"21,000 to 23,999",Butte,3627,1058,1653,2443,81567000,272000
250,5,2005,"9,000 to 11,999",Butte,4694,679,935,1634,49211000,46000
251,2,2013,"1 to 2,999",Butte,2773,382,107,596,3859000,5000
252,1,2010,Zero and Deficit,Butte,1801,702,48,552,-103324000,29000
253,18,2014,"80,000 to 89,999",Butte,2687,1892,2647,2050,228099000,6143000
254,10,2014,"24,000 to 26,999",Butte,3426,1002,1610,2159,87301000,380000
255,25,2008,"500,000 to 999,999",Butte,190,164,189,178,128193000,10082000
256,26,2009,"1,000,000 and over",Butte,62,51,62,44,129805000,11493000
257,14,2010,"40,000 to 49,999",Butte,6169,3254,5733,4375,275997000,4138000
258,4,2011,"6,000 to 8,999",Butte,4142,584,546,1582,31177000,30000
259,4,2003,"6,000 to 8,999",Butte,4691,631,705,1381,35171000,32000
260,26,2014,"1,000,000 and over",Butte,91,74,91,54,201921000,22701000
261,6,2010,"12,000 to 14,999",Butte,4473,872,1286,2345,60141000,72000
262,6,2008,"12,000 to 14,999",Butte,4500,795,1072,2071,60702000,50000
263,1,2013,Zero and Deficit,Butte,1397,550,14,345,-94545000,8000
264,6,2013,"12,000 to 14,999",Butte,4317,720,771,2016,58113000,40000
265,8,2008,"18,000 to 20,999",Butte,4115,997,1989,2266,80206000,204000
266,6,2014,"12,000 to 14,999",Butte,4520,679,806,2070,61004000,50000
267,11,2004,"27,000 to 29,999",Butte,3217,1280,1834,1995,91554000,747000
268,7,2011,"15,000 to 17,999",Butte,4234,947,1637,2370,69794000,94000
269,26,2015,"1,000,000 and over",Butte,121,98,121,76,269338000,29826000
270,9,2006,"21,000 to 23,999",Butte,3875,1151,1969,2185,87059000,434000
271,12,2003,"30,000 to 34,999",Butte,4466,2017,2942,2938,144936000,1467000
272,11,2006,"27,000 to 29,999",Butte,3330,1230,1771,2108,94770000,666000
273,14,2013,"40,000 to 49,999",Butte,6352,2965,4491,4293,284133000,3430000
274,17,2009,"70,000 to 79,999",Butte,3126,2308,3093,2545,233926000,6257000
275,10,2006,"24,000 to 26,999",Butte,3569,1170,1835,2130,90888000,550000
276,10,2013,"24,000 to 26,999",Butte,3295,1017,1534,2151,83988000,410000
277,20,2010,"100,000 to 149,999",Butte,4749,4075,4730,4351,570078000,24075000
278,19,2006,"90,000 to 99,999",Butte,1803,1521,1785,1719,170584000,5269000
279,16,2012,"60,000 to 69,999",Butte,3789,2526,3494,2847,245555000,4521000
280,17,2008,"70,000 to 79,999",Butte,3307,2399,3201,2687,247518000,5580000
281,12,2009,"30,000 to 34,999",Butte,4577,1834,3412,3098,148569000,1408000
282,23,2016,"300,000 to 399,999",Butte,427,362,425,366,145742000,10092000
283,17,2012,"70,000 to 79,999",Butte,3131,2198,3031,2428,234476000,5399000
284,3,2010,"3,000 to 5,999",Butte,3837,484,550,1277,17555000,18000
285,13,2013,"35,000 to 39,999",Butte,4082,1693,2464,2838,152710000,1401000
286,12,2014,"30,000 to 34,999",Butte,4837,1665,2611,3273,157006000,1110000
287,9,2007,"21,000 to 23,999",Butte,3922,1120,1952,2252,88217000,396000
288,19,2016,"90,000 to 99,999",Butte,2438,1799,2418,1799,231539000,6841000
289,9,2003,"21,000 to 23,999",Butte,4016,1388,2048,2391,90180000,520000
290,26,2008,"1,000,000 and over",Butte,65,57,65,45,151356000,13900000
291,7,2013,"15,000 to 17,999",Butte,4245,807,1571,2228,70063000,87000
292,23,2010,"300,000 to 399,999",Butte,243,214,242,189,84160000,6058000
293,11,2015,"27,000 to 29,999",Butte,3317,967,1726,2048,94470000,532000
294,17,2013,"70,000 to 79,999",Butte,3149,2183,3067,2383,235496000,5454000
295,7,2014,"15,000 to 17,999",Butte,4253,783,1517,2133,70160000,88000
296,25,2012,"500,000 to 999,999",Butte,243,210,243,222,160353000,13606000
297,16,2015,"60,000 to 69,999",Butte,4008,2379,3713,2822,259927000,5004000
298,11,2012,"27,000 to 29,999",Butte,3071,1041,1511,2167,87474000,510000
299,25,2011,"500,000 to 999,999",Butte,196,176,196,188,128296000,10204000
300,11,2013,"27,000 to 29,999",Butte,3210,1031,1599,2239,91354000,520000
301,2,2006,"1 to 2,999",Butte,2814,369,215,654,4284000,3000
302,5,2014,"9,000 to 11,999",Butte,4478,567,471,1811,47027000,37000
303,14,2015,"40,000 to 49,999",Butte,6796,2896,4783,4387,304064000,3696000
304,4,2006,"6,000 to 8,999",Butte,4298,487,715,1378,32292000,29000
305,15,2016,"50,000 to 59,999",Butte,5410,2656,4417,3665,296367000,4655000
306,23,2015,"300,000 to 399,999",Butte,409,354,404,363,141029000,9725000
307,11,2003,"27,000 to 29,999",Butte,3067,1252,1878,1809,87272000,773000
308,26,2006,"1,000,000 and over",Butte,69,60,69,54,145233000,12741000
309,23,2012,"300,000 to 399,999",Butte,305,275,300,268,104940000,7155000
310,19,2003,"90,000 to 99,999",Butte,1360,1200,1356,1386,128923000,4499000
311,3,2009,"3,000 to 5,999",Butte,4027,483,618,1218,18184000,14000
312,8,2009,"18,000 to 20,999",Butte,3918,1092,1902,2342,76312000,256000
313,16,2008,"60,000 to 69,999",Butte,4012,2729,3688,3047,260082000,4862000
314,25,2015,"500,000 to 999,999",Butte,320,286,320,259,215940000,17942000
315,25,2003,"500,000 to 999,999",Butte,120,106,118,108,78513000,6321000
316,12,2008,"30,000 to 34,999",Butte,4844,1849,2704,3028,157107000,1230000
317,7,2003,"15,000 to 17,999",Butte,4611,1176,2219,2344,76047000,198000
318,24,2013,"400,000 to 499,999",Butte,166,138,166,163,73832000,5540000
319,17,2015,"70,000 to 79,999",Butte,3303,2188,3205,2501,247034000,5603000
320,15,2010,"50,000 to 59,999",Butte,4703,2786,4569,3524,257631000,5067000
321,26,2005,"1,000,000 and over",Butte,76,66,76,75,178276000,16317000
322,8,2012,"18,000 to 20,999",Butte,3848,993,1725,2304,75036000,161000
323,2,2005,"1 to 2,999",Butte,2883,334,228,650,4362000,3000
324,22,2016,"200,000 to 299,999",Butte,1388,1195,1384,1062,329344000,20039000
325,17,2007,"70,000 to 79,999",Butte,3335,2501,3238,2816,249185000,5752000
326,6,2011,"12,000 to 14,999",Butte,4356,818,827,2269,58730000,41000
327,13,2011,"35,000 to 39,999",Butte,3955,1746,2458,2737,148133000,1394000
328,1,2012,Zero and Deficit,Butte,1556,590,33,389,-99262000,11000
329,4,2012,"6,000 to 8,999",Butte,4012,566,604,1488,30260000,30000
330,22,2003,"200,000 to 299,999",Butte,533,455,531,534,128023000,8453000
331,2,2004,"1 to 2,999",Butte,3031,384,186,598,4506000,3000
332,23,2006,"300,000 to 399,999",Butte,303,272,303,263,104519000,7399000
333,26,2003,"1,000,000 and over",Butte,38,33,38,30,94781000,8028000
334,14,2008,"40,000 to 49,999",Butte,6562,3393,4845,4442,293424000,3534000
335,21,2010,"150,000 to 199,999",Butte,1445,1290,1438,1263,246186000,13464000
336,13,2015,"35,000 to 39,999",Butte,4331,1601,2593,2861,161872000,1499000
337,7,2012,"15,000 to 17,999",Butte,4253,846,1576,2322,70051000,96000
338,10,2011,"24,000 to 26,999",Butte,3400,1087,1652,2297,86651000,422000
339,20,2004,"100,000 to 149,999",Butte,3424,3041,3413,3371,406285000,17855000
340,5,2004,"9,000 to 11,999",Butte,4605,719,996,1705,48306000,51000
341,3,2012,"3,000 to 5,999",Butte,3484,436,544,996,15877000,16000
342,4,2016,"6,000 to 8,999",Butte,4175,471,683,1318,31358000,32000
343,13,2014,"35,000 to 39,999",Butte,4078,1546,2488,2701,152615000,1424000
344,15,2015,"50,000 to 59,999",Butte,5167,2640,4281,3591,283204000,4464000
345,16,2010,"60,000 to 69,999",Butte,3716,2535,3649,2807,241162000,5630000
346,22,2005,"200,000 to 299,999",Butte,707,595,703,610,169927000,10885000
347,10,2010,"24,000 to 26,999",Butte,3354,1161,1741,2338,85485000,503000
348,8,2010,"18,000 to 20,999",Butte,3922,1048,1955,2279,76451000,255000
349,18,2004,"80,000 to 89,999",Butte,2112,1783,2100,2122,179079000,5499000
350,21,2009,"150,000 to 199,999",Butte,1371,1226,1364,1293,233116000,12563000
351,18,2003,"80,000 to 89,999",Butte,1918,1644,1908,1967,162483000,5060000
