,agic_sortid,taxable_year,agic,county,all_returns,all_joint_returns,all_taxable_returns,dependents_on_returns,adjusted_gross_income,tax_assessed
18630,10,2007,"24,000 to 26,999",Sonoma,8232,1974,4370,5822,209713000,1345000
18631,19,2010,"90,000 to 99,999",Sonoma,6186,4464,6133,5169,586128000,19572000
18632,8,2006,"18,000 to 20,999",Sonoma,8382,1511,4360,5016,163423000,605000
18633,5,2010,"9,000 to 11,999",Sonoma,9140,1186,1573,3384,95910000,123000
18634,8,2015,"18,000 to 20,999",Sonoma,8555,1260,4542,3867,166770000,468000
18635,11,2008,"27,000 to 29,999",Sonoma,7563,1973,3999,5536,215440000,1471000
18636,11,2004,"27,000 to 29,999",Sonoma,7569,2076,4462,4838,215632000,2061000
18637,2,2011,"1 to 2,999",Sonoma,7824,729,462,1086,10037000,27000
18638,17,2005,"80,000 to 89,999",Sonoma,7596,5597,7432,6753,644418000,18222000
18639,12,2012,"30,000 to 34,999",Sonoma,12094,3513,6673,9636,392500000,3157000
18640,10,2009,"24,000 to 26,999",Sonoma,7934,2205,4228,6443,202059000,1304000
18641,1,2010,Zero and Deficit,Sonoma,5593,1853,145,1529,-603237000,75000
18642,12,2007,"30,000 to 34,999",Sonoma,12317,3288,7348,8578,399566000,4037000
18643,5,2016,"9,000 to 11,999",Sonoma,8251,749,1506,1998,86680000,117000
18644,14,2016,"40,000 to 49,999",Sonoma,20584,5996,14504,14218,922633000,12819000
18645,3,2015,"3,000 to 5,999",Sonoma,7195,493,1625,977,32699000,41000
18646,15,2006,"50,000 to 59,999",Sonoma,14260,6752,11861,10250,781309000,15038000
18647,12,2005,"35,000 to 39,999",Sonoma,10966,3552,7682,7293,410643000,5711000
18648,6,2008,"12,000 to 14,999",Sonoma,8296,1090,2340,3380,111860000,139000
18649,2,2007,"1 to 2,999",Sonoma,7155,528,900,741,10179000,14000
18650,6,2005,"12,000 to 14,999",Sonoma,8308,1146,3246,3269,112113000,212000
18651,10,2013,"24,000 to 26,999",Sonoma,8191,1808,4213,5998,208770000,1084000
18652,24,2016,"400,000 to 499,999",Sonoma,1166,949,1165,898,516184000,38550000
18653,25,2014,"500,000 to 999,999",Sonoma,1415,1142,1410,1005,932245000,76466000
18654,16,2014,"60,000 to 69,999",Sonoma,12199,6057,11020,8828,790535000,16578000
18655,6,2014,"12,000 to 14,999",Sonoma,8763,972,2052,3414,118313000,155000
18656,8,2010,"18,000 to 20,999",Sonoma,8842,1908,4360,6154,172271000,608000
18657,10,2010,"24,000 to 26,999",Sonoma,7939,2109,4291,6371,202290000,1330000
18658,23,2008,"300,000 to 399,999",Sonoma,1271,1067,1262,1207,435896000,28604000
18659,23,2011,"300,000 to 399,999",Sonoma,1395,1180,1390,1259,477508000,31802000
18660,26,2006,"1,000,000 and over",Sonoma,516,400,514,334,2049338000,191709098
18661,9,2013,"21,000 to 23,999",Sonoma,8374,1586,4243,5422,188259000,684000
18662,10,2005,"27,000 to 29,999",Sonoma,7709,2096,4378,5255,219594000,1923000
18663,26,2007,"1,000,000 and over",Sonoma,591,469,588,400,1717313000,154278000
18664,8,2008,"18,000 to 20,999",Sonoma,8582,1608,4273,5163,167173000,463000
18665,11,2012,"27,000 to 29,999",Sonoma,7745,2080,4027,6100,220669000,1414000
18666,14,2010,"40,000 to 49,999",Sonoma,17497,6802,15805,12758,784142000,13350000
18667,19,2013,"90,000 to 99,999",Sonoma,6763,4662,6683,5268,641175000,19763000
18668,20,2006,"100,000 to 149,999",Sonoma,17698,14613,17544,16467,2134919000,80890000
18669,21,2004,"150,000 to 199,999",Sonoma,4710,4053,4698,4727,805253000,43298000
18670,7,2003,"15,000 to 17,999",Sonoma,8735,1722,4587,4003,144070000,447000
18671,22,2015,"200,000 to 299,999",Sonoma,7153,6032,7136,6088,1709378000,102224000
18672,4,2014,"6,000 to 8,999",Sonoma,7918,702,1795,1471,59520000,107000
18673,23,2012,"300,000 to 399,999",Sonoma,1521,1294,1511,1346,518846000,34762000
18674,23,2009,"300,000 to 399,999",Sonoma,1132,931,1123,1037,389540000,26873000
18675,9,2004,"21,000 to 23,999",Sonoma,8275,2075,4475,5106,186108000,1150000
18676,10,2016,"24,000 to 26,999",Sonoma,8350,1485,4697,4653,212831000,1079000
18677,6,2011,"12,000 to 14,999",Sonoma,8981,1311,2153,4413,121201000,141000
18678,22,2011,"200,000 to 299,999",Sonoma,4464,3878,4448,4104,1065324000,62373000
18679,11,2005,"30,000 to 34,999",Sonoma,12098,3560,7607,8028,392651000,4502000
18680,18,2013,"80,000 to 89,999",Sonoma,8197,5204,8035,6132,695496000,19391000
18681,25,2010,"500,000 to 999,999",Sonoma,758,609,753,666,516671000,41382000
18682,17,2013,"70,000 to 79,999",Sonoma,9827,5736,9421,7550,735724000,18106000
18683,23,2003,"300,000 to 399,999",Sonoma,848,698,846,791,290231000,20641000
18684,3,2012,"3,000 to 5,999",Sonoma,7239,601,1631,1105,32799000,47000
18685,16,2005,"60,000 to 69,999",Tehama,918,769,879,892,59386000,1160000
18686,16,2011,"60,000 to 69,999",Tehama,829,639,771,743,53709000,882000
18687,2,2016,"1 to 2,999",Tehama,652,107,,189,977000,0
18688,11,2008,"27,000 to 29,999",Tehama,859,354,344,769,24445000,114000
18689,13,2015,"35,000 to 39,999",Tehama,1161,481,584,1158,43566000,314000
18690,13,2009,"35,000 to 39,999",Tehama,1061,563,899,1019,39632000,416000
18691,5,2004,"9,000 to 11,999",Tehama,1055,260,203,504,11096000,9000
18692,19,2016,"90,000 to 99,999",Tehama,440,354,437,427,41655000,1177000
18693,25,2010,"500,000 to 999,999",Tehama,17,12,17,17,10533000,784000
18694,13,2007,"35,000 to 39,999",Tehama,1114,572,645,1031,41664000,347000
18695,1,2013,Zero and Deficit,Tehama,422,201,,81,-25104000,2000
18696,11,2013,"27,000 to 29,999",Tehama,813,319,350,770,23220000,113000
18697,3,2010,"3,000 to 5,999",Tehama,908,136,117,386,4167000,3000
18698,10,2016,"24,000 to 26,999",Tehama,950,280,404,718,24189000,89000
18699,7,2006,"15,000 to 17,999",Tehama,1056,297,434,673,17428000,36000
18700,4,2008,"6,000 to 8,999",Tehama,903,158,127,424,6788000,5000
18701,17,2013,"70,000 to 79,999",Tehama,645,493,627,559,48172000,1041000
18702,5,2011,"9,000 to 11,999",Tehama,1064,222,80,619,11183000,6000
18703,26,2013,"1,000,000 and over",Tehama,13,10,,,45714000,5598000
18704,22,2007,"200,000 to 299,999",Tehama,118,105,117,90,28468000,1815000
18705,3,2016,"3,000 to 5,999",Tehama,871,133,86,339,3960000,1000
18706,21,2010,"150,000 to 199,999",Tehama,203,177,203,187,34486000,1971000
18707,5,2010,"9,000 to 11,999",Tehama,1015,239,126,643,10667000,7000
18708,12,2010,"30,000 to 34,999",Tehama,1250,608,863,1202,40528000,314000
18709,16,2016,"60,000 to 69,999",Tehama,1007,702,900,912,65181000,1068000
18710,10,2011,"24,000 to 26,999",Tehama,923,375,335,998,23481000,82000
18711,18,2005,"80,000 to 89,999",Tehama,440,398,434,430,37190000,1057000
18712,16,2007,"60,000 to 69,999",Tehama,940,740,864,918,60936000,1088000
18713,25,2009,"500,000 to 999,999",Tehama,16,12,16,14,10391000,887000
18714,10,2005,"24,000 to 26,999",Tehama,937,406,415,776,23857000,127000
18715,6,2005,"12,000 to 14,999",Tehama,1096,271,349,601,14847000,21000
18716,9,2013,"21,000 to 23,999",Tehama,880,298,331,704,19798000,49000
18717,22,2012,"200,000 to 299,999",Tehama,160,135,160,160,38220000,2385000
18718,17,2007,"70,000 to 79,999",Tehama,736,620,716,647,55041000,1202000
18719,26,2005,"1,000,000 and over",Tehama,,,,0,21294000,2068000
18720,23,2006,"300,000 to 399,999",Tehama,30,26,30,21,10579000,762000
18721,12,2011,"30,000 to 34,999",Tehama,1235,570,518,1219,40108000,221000
18722,14,2011,"40,000 to 49,999",Tehama,1599,962,1028,1660,71438000,670000
18723,19,2011,"90,000 to 99,999",Tehama,376,319,374,305,35657000,1020000
18724,14,2012,"40,000 to 49,999",Tehama,1590,917,1020,1547,70809000,666000
18725,4,2012,"6,000 to 8,999",Tehama,981,181,128,436,7419000,6000
18726,15,2003,"50,000 to 59,999",Tehama,1119,922,1068,1092,61209000,1023000
18727,16,2012,"60,000 to 69,999",Tehama,876,653,816,739,56776000,982000
18728,18,2016,"80,000 to 89,999",Tehama,562,453,555,451,47695000,1147000
18729,5,2006,"9,000 to 11,999",Tehama,1004,186,158,467,10580000,9000
18730,24,2008,"400,000 to 499,999",Tehama,24,20,24,21,10638000,775000
18731,25,2015,"500,000 to 999,999",Tehama,34,27,34,18,22629000,1964000
18732,12,2014,"30,000 to 34,999",Tehama,1195,509,493,1214,38746000,200000
18733,3,2013,"3,000 to 5,999",Tehama,795,114,102,298,3612000,2000
18734,8,2011,"18,000 to 20,999",Tehama,961,310,361,866,18705000,36000
18735,20,2003,"100,000 to 149,999",Tehama,481,443,479,491,56516000,2483000
18736,11,2005,"27,000 to 29,999",Tehama,860,395,394,669,24472000,148000
18737,9,2003,"21,000 to 23,999",Tehama,962,388,412,739,21614000,98000
18738,23,2004,"300,000 to 399,999",Tehama,36,29,36,27,12141000,907000
18739,5,2014,"9,000 to 11,999",Tehama,974,165,85,509,10262000,6000
18740,21,2012,"150,000 to 199,999",Tehama,291,254,289,258,49327000,2578000
18741,21,2008,"150,000 to 199,999",Tehama,225,204,225,177,38510000,1978000
18742,21,2013,"150,000 to 199,999",Tehama,278,242,278,239,47941000,2552000
18743,21,2007,"150,000 to 199,999",Tehama,219,194,218,197,37238000,1953000
18744,2,2003,"1 to 2,999",Tehama,723,128,23,160,1058000,0
18745,10,2008,"24,000 to 26,999",Tehama,964,367,409,832,24556000,104000
18746,5,2016,"9,000 to 11,999",Tehama,996,172,119,505,10485000,7000
18747,3,2008,"3,000 to 5,999",Tehama,853,150,137,225,3832000,2000
18748,11,2015,"27,000 to 29,999",Tehama,835,292,350,765,23770000,106000
18749,23,2011,"300,000 to 399,999",Tehama,39,32,39,28,13246000,946000
18750,26,2004,"1,000,000 and over",Tehama,,,,11,12699000,991000
18751,13,2014,"35,000 to 39,999",Tehama,1124,525,588,1042,42009000,315000
18752,22,2013,"200,000 to 299,999",Tehama,159,132,158,151,37746000,2375000
18753,18,2011,"80,000 to 89,999",Tehama,491,402,488,435,41710000,1060000
18754,4,2003,"6,000 to 8,999",Tehama,1015,178,142,388,7637000,6000
18755,5,2015,"9,000 to 11,999",Tehama,1010,177,104,504,10591000,9000
18756,14,2004,"40,000 to 49,999",Tehama,1574,1096,1235,1492,70282000,857000
18757,24,2003,"400,000 to 499,999",Tehama,16,12,15,15,7094000,536000
18758,22,2005,"200,000 to 299,999",Tehama,121,103,121,103,29208000,1932000
18759,20,2010,"100,000 to 149,999",Tehama,819,732,813,714,97445000,4154000
18760,9,2012,"21,000 to 23,999",Tehama,917,314,341,822,20634000,54000
18761,15,2004,"50,000 to 59,999",Tehama,1156,926,1073,1172,63396000,1009000
18762,2,2012,"1 to 2,999",Tehama,732,151,14,199,954000,0
18763,18,2015,"80,000 to 89,999",Tehama,572,460,563,487,48478000,1180000
18764,12,2008,"30,000 to 34,999",Tehama,1273,551,610,1168,41266000,263000
18765,3,2005,"3,000 to 5,999",Tehama,874,146,182,245,4030000,3000
18766,22,2014,"200,000 to 299,999",Tehama,178,152,176,157,41944000,2583000
18767,21,2004,"150,000 to 199,999",Tehama,143,119,142,112,24213000,1411000
18768,13,2003,"35,000 to 39,999",Tehama,1035,649,688,961,38782000,370000
18769,9,2014,"21,000 to 23,999",Tehama,921,297,360,682,20696000,51000
18770,1,2005,Zero and Deficit,Tehama,278,149,,100,-10125000,0
18771,19,2015,"90,000 to 99,999",Tehama,422,341,417,364,39963000,1141000
18772,16,2008,"60,000 to 69,999",Tehama,925,735,850,857,59915000,964000
18773,20,2014,"100,000 and over",Tehama,1040,888,1036,885,124703000,4803000
18774,23,2008,"300,000 to 399,999",Tehama,30,23,30,31,10081000,717000
18775,17,2004,"70,000 to 79,999",Tehama,638,566,632,648,47670000,1227000
18776,4,2011,"6,000 to 8,999",Tehama,992,195,114,486,7476000,4000
18777,22,2003,"200,000 to 299,999",Tehama,61,50,61,69,14975000,975000
18778,9,2006,"21,000 to 23,999",Tehama,934,304,404,691,21027000,87000
18779,26,2011,"1,000,000 and over",Tehama,13,,,,74571000,7390000
18780,4,2015,"6,000 to 8,999",Tehama,997,159,129,501,7496000,4000
18781,19,2003,"90,000 to 99,999",Tehama,264,243,263,271,24987000,884000
18782,7,2009,"15,000 to 17,999",Tehama,1104,360,408,879,18174000,36000
18783,26,2006,"1,000,000 and over",Tehama,,,,,23147000,2174000
18784,15,2012,"50,000 to 59,999",Tehama,1131,772,914,1065,61625000,793000
18785,13,2005,"35,000 to 39,999",Tehama,1017,531,670,911,37996000,384000
18786,10,2004,"24,000 to 26,999",Tehama,916,400,433,649,23314000,135000
18787,19,2005,"90,000 to 99,999",Tehama,316,286,316,316,29984000,987000
18788,7,2010,"15,000 to 17,999",Tehama,1074,318,415,881,17715000,34000
18789,12,2012,"30,000 to 34,999",Tehama,1196,564,502,1190,38714000,205000
18790,19,2009,"90,000 to 99,999",Tehama,397,345,392,343,37612000,1241000
18791,26,2015,"1,000,000 and over",Tehama,17,14,,11,111032000,14086000
18792,14,2016,"40,000 to 49,999",Tehama,1879,904,1170,1765,83781000,835000
18793,11,2014,"27,000 to 29,999",Tehama,791,282,339,747,22499000,101000
18794,4,2016,"6,000 to 8,999",Tehama,948,156,131,438,7094000,5000
18795,12,2009,"30,000 to 34,999",Tehama,1306,609,945,1256,42405000,349000
18796,21,2016,"150,000 to 199,999",Tehama,389,341,388,315,65969000,3348000
18797,6,2009,"12,000 to 14,999",Tehama,1147,327,295,913,15522000,17000
18798,8,2005,"18,000 to 20,999",Tehama,1056,340,467,783,20591000,71000
18799,2,2007,"1 to 2,999",Tehama,761,148,34,140,958000,0
18800,14,2015,"40,000 to 49,999",Tehama,1822,921,1191,1656,81454000,839000
18801,10,2015,"24,000 to 26,999",Tehama,868,277,361,711,22101000,85000
18802,9,2009,"21,000 to 23,999",Tehama,970,353,417,875,21848000,81000
18803,3,2009,"3,000 to 5,999",Tehama,870,159,120,368,3898000,3000
18804,24,2006,"400,000 to 499,999",Tehama,,18,19,24,8094000,587000
18805,6,2016,"12,000 to 14,999",Tehama,1068,210,159,688,14429000,9000
18806,24,2004,"400,000 to 499,999",Tehama,,,12,,5343000,420000
18807,1,2004,Zero and Deficit,Tehama,288,152,,83,-9687000,0
18808,16,2014,"60,000 to 69,999",Tehama,865,610,777,831,55791000,934000
18809,11,2016,"27,000 to 29,999",Tehama,815,272,360,635,23253000,109000
18810,22,2011,"200,000 to 299,999",Tehama,130,112,130,114,30557000,1913000
18811,17,2011,"70,000 to 79,999",Tehama,629,517,603,601,46901000,956000
18812,9,2010,"21,000 to 23,999",Tehama,989,368,402,907,22204000,79000
18813,3,2006,"3,000 to 5,999",Tehama,826,117,182,249,3719000,3000
18814,21,2005,"150,000 to 199,999",Tehama,166,148,165,130,28374000,1634000
18815,6,2008,"12,000 to 14,999",Tehama,1059,231,232,620,14305000,12000
18816,18,2004,"80,000 to 89,999",Tehama,395,360,392,376,33467000,1052000
18817,17,2006,"70,000 to 79,999",Tehama,717,622,700,672,53793000,1217000
18818,5,2005,"9,000 to 11,999",Tehama,1008,212,174,484,10620000,9000
18819,22,2004,"200,000 to 299,999",Tehama,91,80,91,68,21962000,1470000
18820,23,2012,"300,000 to 399,999",Tehama,43,38,43,32,14850000,1047000
18821,24,2016,"400,000 to 499,999",Tehama,20,17,19,,8950000,665000
18822,13,2013,"35,000 to 39,999",Tehama,1107,527,596,1052,41467000,320000
18823,23,2010,"300,000 to 399,999",Tehama,27,22,27,25,9352000,611000
18824,23,2005,"300,000 to 399,999",Tehama,31,26,31,31,10876000,815000
18825,13,2006,"35,000 to 39,999",Tehama,1062,563,646,922,39730000,366000
18826,15,2008,"50,000 to 59,999",Tehama,1189,864,955,1113,65058000,824000
18827,22,2009,"200,000 to 299,999",Tehama,95,80,95,76,22052000,1444000
18828,11,2003,"27,000 to 29,999",Tehama,881,423,480,742,25063000,185000
18829,23,2015,"300,000 to 399,999",Tehama,63,51,63,32,21490000,1554000
18830,8,2016,"18,000 to 20,999",Tehama,1084,266,449,730,21126000,39000
18831,4,2004,"6,000 to 8,999",Tehama,976,185,150,365,7352000,6000
18832,15,2005,"50,000 to 59,999",Tehama,1169,903,1043,1141,63920000,970000
18833,10,2013,"24,000 to 26,999",Tehama,923,338,338,845,23533000,80000
18834,3,2012,"3,000 to 5,999",Tehama,828,124,115,274,3737000,2000
18835,10,2003,"24,000 to 26,999",Tehama,911,411,419,718,23186000,136000
18836,7,2015,"15,000 to 17,999",Tehama,1015,213,331,639,16731000,21000
18837,1,2016,Zero and Deficit,Tehama,380,182,,106,-19235000,0
18838,25,2013,"500,000 to 999,999",Tehama,14,10,14,,9246000,803000
18839,1,2015,Zero and Deficit,Tehama,418,176,,77,-20509000,6000
18840,8,2010,"18,000 to 20,999",Tehama,992,331,398,809,19352000,53000
18841,7,2003,"15,000 to 17,999",Tehama,1115,337,471,764,18402000,42000
18842,9,2015,"21,000 to 23,999",Tehama,920,281,369,695,20693000,51000
18843,23,2003,"300,000 to 399,999",Tehama,24,19,24,21,8215000,623000
18844,12,2013,"30,000 to 34,999",Tehama,1184,551,470,1242,38460000,200000
18845,12,2004,"30,000 to 34,999",Tehama,1201,608,700,1054,38904000,323000
18846,19,2013,"90,000 to 99,999",Tehama,370,315,364,319,35063000,1002000
18847,16,2004,"60,000 to 69,999",Tehama,868,739,852,856,56185000,1213000
18848,6,2011,"12,000 to 14,999",Tehama,1059,239,205,798,14292000,11000
18849,7,2004,"15,000 to 17,999",Tehama,1112,338,464,733,18288000,38000
18850,13,2011,"35,000 to 39,999",Tehama,1060,517,596,1087,39582000,299000
18851,7,2011,"15,000 to 17,999",Tehama,1016,260,337,740,16702000,20000
18852,11,2010,"27,000 to 29,999",Tehama,806,363,447,782,22974000,130000
18853,11,2006,"27,000 to 29,999",Tehama,925,405,421,815,26313000,152000
18854,20,2006,"100,000 to 149,999",Tehama,705,644,699,660,84231000,3438000
18855,1,2007,Zero and Deficit,Tehama,365,179,,134,-14756000,3000
18856,17,2003,"70,000 to 79,999",Tehama,595,527,589,606,44321000,1168000
18857,10,2009,"24,000 to 26,999",Tehama,900,363,420,856,22911000,116000
18858,1,2003,Zero and Deficit,Tehama,219,96,,62,-4174000,0
18859,8,2013,"18,000 to 20,999",Tehama,962,267,399,682,18744000,36000
18860,1,2012,Zero and Deficit,Tehama,433,200,,92,-26081000,0
18861,10,2007,"24,000 to 26,999",Tehama,960,364,405,833,24439000,113000
18862,15,2011,"50,000 to 59,999",Tehama,1106,780,906,1031,60477000,767000
18863,16,2013,"60,000 to 69,999",Tehama,871,656,796,814,56484000,909000
18864,17,2012,"70,000 to 79,999",Tehama,641,510,622,576,47877000,1015000
18865,25,2007,"500,000 to 999,999",Tehama,22,17,22,11,15242000,1157000
18866,16,2006,"60,000 to 69,999",Tehama,913,740,856,886,58952000,1092000
18867,1,2011,Zero and Deficit,Tehama,452,209,,134,-22588000,1000
18868,19,2006,"90,000 to 99,999",Tehama,338,303,336,315,32076000,984000
18869,4,2014,"6,000 to 8,999",Tehama,928,155,118,397,7021000,6000
18870,18,2010,"80,000 to 89,999",Tehama,453,373,452,441,38388000,1158000
18871,14,2014,"40,000 to 49,999",Tehama,1806,926,1173,1687,80620000,806000
18872,20,2011,"100,000 to 149,999",Tehama,886,786,881,758,105497000,4082000
18873,16,2015,"60,000 to 69,999",Tehama,939,641,830,893,60734000,1008000
18874,6,2010,"12,000 to 14,999",Tehama,1121,272,285,787,15128000,17000
18875,3,2015,"3,000 to 5,999",Tehama,954,129,122,386,4351000,2000
18876,19,2004,"90,000 to 99,999",Tehama,301,281,299,304,28476000,957000
18877,24,2013,"400,000 to 499,999",Tehama,26,21,25,22,11479000,859000
18878,21,2015,"150,000 to 199,999",Tehama,366,328,365,293,62267000,3198000
18879,20,2013,"100,000 to 149,999",Tehama,1008,884,1005,817,121764000,4718000
18880,10,2006,"24,000 to 26,999",Tehama,935,361,392,780,23872000,115000
18881,4,2013,"6,000 to 8,999",Tehama,909,165,125,404,6835000,6000
18882,6,2004,"12,000 to 14,999",Tehama,1086,266,369,599,14632000,21000
18883,11,2009,"27,000 to 29,999",Tehama,866,379,491,814,24667000,144000
18884,24,2015,"400,000 to 499,999",Tehama,30,24,29,30,13251000,927000
18885,4,2010,"6,000 to 8,999",Tehama,984,189,106,487,7378000,5000
18886,23,2014,"300,000 to 399,999",Tehama,63,46,63,32,21666000,1510000
18887,21,2003,"150,000 to 199,999",Tehama,114,100,114,101,19317000,1161000
18888,12,2005,"30,000 to 34,999",Tehama,1239,623,686,1162,40093000,319000
18889,14,2009,"40,000 to 49,999",Tehama,1485,945,1390,1433,66295000,881000
18890,15,2009,"50,000 to 59,999",Tehama,1115,815,1093,1078,61039000,1058000
18891,20,2016,"100,000 to 149,999",Tehama,1207,1037,1204,1045,144907000,5415000
18892,21,2006,"150,000 to 199,999",Tehama,182,156,180,154,31062000,1701000
18893,25,2005,"500,000 to 999,999",Tehama,24,19,24,20,15759000,1244000
18894,2,2005,"1 to 2,999",Tehama,662,112,31,170,984000,1000
18895,6,2013,"12,000 to 14,999",Tehama,1028,216,197,661,13892000,9000
18896,19,2007,"90,000 to 99,999",Tehama,372,322,369,360,35249000,1056000
18897,24,2011,"400,000 to 499,999",Tehama,17,13,17,13,7485000,570000
18898,22,2010,"200,000 to 299,999",Tehama,116,98,116,84,27276000,1818000
18899,19,2012,"90,000 to 99,999",Tehama,416,347,415,345,39518000,1170000
18900,7,2013,"15,000 to 17,999",Tehama,1029,245,309,737,16987000,17000
18901,1,2006,Zero and Deficit,Tehama,317,159,,102,-12830000,2000
18902,14,2005,"40,000 to 49,999",Tehama,1618,1056,1186,1625,72344000,820000
18903,25,2011,"500,000 to 999,999",Tehama,17,,17,,11445000,833000
18904,17,2010,"70,000 to 79,999",Tehama,656,543,653,580,49028000,1276000
18905,2,2013,"1 to 2,999",Tehama,769,142,13,225,1040000,0
18906,1,2014,Zero and Deficit,Tehama,368,173,,77,-21254000,1000
18907,20,2007,"100,000 to 149,999",Tehama,855,767,850,761,101921000,3992000
18908,13,2012,"35,000 to 39,999",Tehama,1069,530,578,1055,39995000,309000
18909,12,2006,"30,000 to 34,999",Tehama,1312,616,688,1184,42540000,308000
18910,21,2014,"150,000 to 199,999",Tehama,332,299,331,262,56245000,2883000
18911,22,2008,"200,000 to 299,999",Tehama,103,89,103,82,24633000,1534000
18912,23,2013,"300,000 to 399,999",Tehama,40,34,40,27,13713000,957000
18913,16,2003,"60,000 to 69,999",Tehama,825,696,811,843,53412000,1180000
18914,3,2011,"3,000 to 5,999",Tehama,822,146,123,299,3766000,3000
18915,6,2003,"12,000 to 14,999",Tehama,1113,300,342,626,15014000,19000
18916,15,2010,"50,000 to 59,999",Tehama,1109,778,1078,1024,60696000,1068000
18917,2,2009,"1 to 2,999",Tehama,883,168,32,297,1197000,0
18918,25,2006,"500,000 to 999,999",Tehama,24,,24,,16189000,1334000
18919,4,2005,"6,000 to 8,999",Tehama,964,144,174,351,7210000,8000
18920,3,2007,"3,000 to 5,999",Tehama,910,144,184,251,4134000,3000
18921,19,2008,"90,000 to 99,999",Tehama,406,353,402,399,38473000,1053000
18922,21,2011,"150,000 to 199,999",Tehama,229,198,229,189,39285000,2083000
18923,8,2014,"18,000 to 20,999",Tehama,1045,284,417,763,20388000,36000
18924,18,2008,"80,000 to 89,999",Tehama,539,454,528,535,45699000,1095000
18925,5,2008,"9,000 to 11,999",Tehama,1074,218,102,502,11335000,7000
18926,14,2003,"40,000 to 49,999",Tehama,1522,1076,1240,1499,67919000,854000
18927,24,2014,"400,000 to 499,999",Tehama,22,17,22,14,9678000,762000
18928,7,2014,"15,000 to 17,999",Tehama,1057,245,313,804,17435000,20000
18929,3,2014,"3,000 to 5,999",Tehama,825,121,113,271,3781000,2000
18930,8,2015,"18,000 to 20,999",Tehama,1029,255,434,643,20027000,38000
18931,5,2007,"9,000 to 11,999",Tehama,1032,208,109,494,10856000,7000
18932,9,2011,"21,000 to 23,999",Tehama,914,312,337,856,20562000,59000
18933,26,2008,"1,000,000 and over",Tehama,,,,,50419000,5099000
18934,9,2004,"21,000 to 23,999",Tehama,971,405,398,765,21874000,90000
18935,4,2009,"6,000 to 8,999",Tehama,988,191,112,517,7438000,5000
18936,5,2012,"9,000 to 11,999",Tehama,1011,184,82,573,10596000,6000
18937,6,2014,"12,000 to 14,999",Tehama,1039,199,191,610,13996000,10000
18938,17,2009,"70,000 to 79,999",Tehama,633,513,626,594,47341000,1236000
18939,24,2005,"400,000 to 499,999",Tehama,,,18,14,8448000,615000
18940,15,2006,"50,000 to 59,999",Tehama,1243,920,1061,1201,68050000,971000
18941,3,2004,"3,000 to 5,999",Tehama,893,127,195,314,4090000,4000
18942,11,2012,"27,000 to 29,999",Tehama,831,350,326,847,23657000,102000
18943,2,2011,"1 to 2,999",Tehama,807,143,14,237,1055000,0
18944,2,2015,"1 to 2,999",Tehama,712,118,18,206,1083000,0
18945,7,2008,"15,000 to 17,999",Tehama,1116,319,384,746,18411000,25000
18946,26,2009,"1,000,000 and over",Tehama,,,,,59439000,6130000
18947,22,2015,"200,000 to 299,999",Tehama,204,173,202,167,49112000,3077000
18948,7,2005,"15,000 to 17,999",Tehama,1104,325,458,697,18223000,39000
18949,23,2009,"300,000 to 399,999",Tehama,17,14,17,16,5697000,403000
18950,24,2012,"400,000 to 499,999",Tehama,18,12,18,,8044000,626000
18951,1,2010,Zero and Deficit,Tehama,483,233,14,162,-23644000,3000
18952,14,2007,"40,000 to 49,999",Tehama,1559,975,1090,1476,69609000,718000
18953,14,2010,"40,000 to 49,999",Tehama,1538,926,1436,1515,68891000,947000
18954,16,2009,"60,000 to 69,999",Tehama,810,620,802,723,52361000,1153000
18955,8,2004,"18,000 to 20,999",Tehama,1027,343,419,753,20005000,68000
18956,7,2012,"15,000 to 17,999",Tehama,995,240,306,649,16421000,18000
18957,20,2015,"100,000 to 149,999",Tehama,1104,942,1100,954,132685000,5039000
18958,15,2013,"50,000 to 59,999",Tehama,1178,769,920,1204,64250000,826000
18959,25,2003,"500,000 to 999,999",Tehama,,,,,5656000,420000
18960,6,2006,"12,000 to 14,999",Tehama,1078,245,292,676,14509000,16000
18961,10,2012,"24,000 to 26,999",Tehama,902,335,348,865,23008000,86000
18962,17,2014,"70,000 to 79,999",Tehama,694,542,663,630,51808000,1026000
18963,5,2013,"9,000 to 11,999",Tehama,1050,195,79,546,11100000,4000
18964,14,2008,"40,000 to 49,999",Tehama,1580,967,1060,1483,70560000,687000
18965,23,2007,"300,000 to 399,999",Tehama,39,31,39,22,13350000,972000
18966,17,2008,"70,000 to 79,999",Tehama,700,574,680,637,52422000,1090000
18967,1,2009,Zero and Deficit,Tehama,497,251,,176,-24519000,5000
18968,26,2010,"1,000,000 and over",Tehama,,,,,47336000,4830000
18969,20,2008,"100,000 to 149,999",Tehama,821,721,816,752,97110000,3664000
18970,18,2003,"80,000 to 89,999",Tehama,384,366,381,394,32544000,987000
18971,8,2012,"18,000 to 20,999",Tehama,999,303,396,783,19483000,37000
18972,18,2014,"80,000 to 89,999",Tehama,525,421,518,413,44501000,1101000
18973,25,2008,"500,000 to 999,999",Tehama,,,,,16972000,1397000
18974,8,2006,"18,000 to 20,999",Tehama,1050,341,420,761,20433000,53000
18975,4,2006,"6,000 to 8,999",Tehama,910,137,141,368,6848000,6000
18976,21,2009,"150,000 to 199,999",Tehama,188,165,188,160,32023000,1818000
