_id,permit_number
5ea1d72feabbc96ff8ab030e,2.00701E+11
5ea1d72feabbc96ff8ab030f,2.00701E+11
5ea1d72feabbc96ff8ab0310,M52768
5ea1d72feabbc96ff8ab0311,M52767
5ea1d72feabbc96ff8ab0312,M52767
5ea1d72feabbc96ff8ab0313,M52767
5ea1d72feabbc96ff8ab0314,M52767
5ea1d72feabbc96ff8ab0315,2.00701E+11
5ea1d72feabbc96ff8ab0316,2.00701E+11
5ea1d72feabbc96ff8ab0317,2.00701E+11
5ea1d72feabbc96ff8ab0318,2.00701E+11
5ea1d72feabbc96ff8ab0319,2.00701E+11
5ea1d72feabbc96ff8ab031a,M52769
5ea1d72feabbc96ff8ab031b,M52884
5ea1d72feabbc96ff8ab031c,2.00701E+11
5ea1d72feabbc96ff8ab031d,M52770
5ea1d72feabbc96ff8ab031e,M52771
5ea1d72feabbc96ff8ab031f,M52772
5ea1d72feabbc96ff8ab0320,2.00701E+11
5ea1d72feabbc96ff8ab0321,M52782
5ea1d72feabbc96ff8ab0322,2.00701E+11
5ea1d72feabbc96ff8ab0323,2.00701E+11
5ea1d72feabbc96ff8ab0324,2.00701E+11
5ea1d72feabbc96ff8ab0325,2.00701E+11
5ea1d72feabbc96ff8ab0326,2.00701E+11
5ea1d72feabbc96ff8ab0327,2.00701E+11
5ea1d72feabbc96ff8ab0328,M52783
5ea1d72feabbc96ff8ab0329,M52784
5ea1d72feabbc96ff8ab032a,2.00701E+11
5ea1d72feabbc96ff8ab032b,2.00701E+11
5ea1d72feabbc96ff8ab032c,2.00701E+11
5ea1d72feabbc96ff8ab032d,2.00701E+11
5ea1d72feabbc96ff8ab032e,2.00701E+11
5ea1d72feabbc96ff8ab032f,2.00701E+11
5ea1d72feabbc96ff8ab0330,2.00701E+11
5ea1d72feabbc96ff8ab0331,2.00701E+11
5ea1d72feabbc96ff8ab0332,2.00701E+11
5ea1d72feabbc96ff8ab0333,2.00701E+11
5ea1d72feabbc96ff8ab0334,M52822
5ea1d72feabbc96ff8ab0335,2.00701E+11
5ea1d72feabbc96ff8ab0336,M52803
5ea1d72feabbc96ff8ab0337,2.00701E+11
5ea1d72feabbc96ff8ab0338,2.00701E+11
5ea1d72feabbc96ff8ab0339,2.00701E+11
5ea1d72feabbc96ff8ab033a,2.00701E+11
5ea1d72feabbc96ff8ab033b,2.00701E+11
5ea1d72feabbc96ff8ab033c,2.00701E+11
5ea1d72feabbc96ff8ab033d,M52862
5ea1d72feabbc96ff8ab033e,M52863
5ea1d72feabbc96ff8ab033f,2.00701E+11
5ea1d72feabbc96ff8ab0340,2.00701E+11
5ea1d72feabbc96ff8ab0341,2.00701E+11
5ea1d72feabbc96ff8ab0342,M52864
5ea1d72feabbc96ff8ab0343,2.00701E+11
5ea1d72feabbc96ff8ab0344,M52882
5ea1d72feabbc96ff8ab0345,2.00701E+11
5ea1d72feabbc96ff8ab0346,2.00701E+11
5ea1d72feabbc96ff8ab0347,2.00701E+11
5ea1d72feabbc96ff8ab0348,2.00701E+11
5ea1d72feabbc96ff8ab0349,M52883
5ea1d72feabbc96ff8ab034a,M52885
5ea1d72feabbc96ff8ab034b,M52885
5ea1d72feabbc96ff8ab034c,2.00701E+11
5ea1d72feabbc96ff8ab034d,2.00701E+11
5ea1d72feabbc96ff8ab034e,2.00701E+11
5ea1d72feabbc96ff8ab034f,2.00701E+11
5ea1d72feabbc96ff8ab0350,2.00701E+11
5ea1d72feabbc96ff8ab0351,2.00701E+11
5ea1d72feabbc96ff8ab0352,2.00701E+11
5ea1d72feabbc96ff8ab0353,2.00701E+11
5ea1d72feabbc96ff8ab0354,2.00701E+11
5ea1d72feabbc96ff8ab0355,2.00701E+11
5ea1d72feabbc96ff8ab0356,2.00701E+11
5ea1d72feabbc96ff8ab0357,2.00701E+11
5ea1d72feabbc96ff8ab0358,2.00701E+11
5ea1d72feabbc96ff8ab0359,2.00701E+11
5ea1d72feabbc96ff8ab035a,2.00701E+11
5ea1d72feabbc96ff8ab035b,2.00701E+11
5ea1d72feabbc96ff8ab035c,2.00701E+11
5ea1d72feabbc96ff8ab035d,2.00701E+11
5ea1d72feabbc96ff8ab035e,2.00701E+11
5ea1d72feabbc96ff8ab035f,M52902
5ea1d72feabbc96ff8ab0360,2.00701E+11
5ea1d72feabbc96ff8ab0361,2.00701E+11
5ea1d72feabbc96ff8ab0362,2.00701E+11
5ea1d72feabbc96ff8ab0363,2.00701E+11
5ea1d72feabbc96ff8ab0364,2.00701E+11
5ea1d72feabbc96ff8ab0365,2.00701E+11
5ea1d72feabbc96ff8ab0366,2.00701E+11
5ea1d72feabbc96ff8ab0367,2.00701E+11
5ea1d72feabbc96ff8ab0368,2.00701E+11
5ea1d72feabbc96ff8ab0369,2.00701E+11
5ea1d72feabbc96ff8ab036a,2.00701E+11
5ea1d730eabbc96ff8ab036b,2.00701E+11
5ea1d730eabbc96ff8ab036c,M52922
5ea1d730eabbc96ff8ab036d,2.00701E+11
5ea1d730eabbc96ff8ab036e,2.00701E+11
5ea1d730eabbc96ff8ab036f,2.00701E+11
5ea1d730eabbc96ff8ab0370,2.00701E+11
5ea1d730eabbc96ff8ab0371,2.00701E+11
5ea1d730eabbc96ff8ab0372,2.00701E+11
5ea1d730eabbc96ff8ab0373,2.00701E+11
5ea1d730eabbc96ff8ab0374,2.00701E+11
5ea1d730eabbc96ff8ab0375,2.00701E+11
5ea1d730eabbc96ff8ab0376,2.00701E+11
5ea1d730eabbc96ff8ab0377,2.00701E+11
5ea1d730eabbc96ff8ab0378,2.00701E+11
5ea1d730eabbc96ff8ab0379,2.00701E+11
5ea1d730eabbc96ff8ab037a,2.00701E+11
5ea1d730eabbc96ff8ab037b,2.00701E+11
5ea1d730eabbc96ff8ab037c,2.00701E+11
5ea1d730eabbc96ff8ab037d,M52944
5ea1d730eabbc96ff8ab037e,M52943
5ea1d730eabbc96ff8ab037f,M52943
5ea1d730eabbc96ff8ab0380,M52943
5ea1d730eabbc96ff8ab0381,2.00701E+11
5ea1d730eabbc96ff8ab0382,M52945
5ea1d730eabbc96ff8ab0383,M52946
5ea1d730eabbc96ff8ab0384,M52946
5ea1d730eabbc96ff8ab0385,2.00701E+11
5ea1d730eabbc96ff8ab0386,2.00701E+11
5ea1d730eabbc96ff8ab0387,2.00701E+11
5ea1d730eabbc96ff8ab0388,2.00701E+11
5ea1d730eabbc96ff8ab0389,2.00701E+11
5ea1d730eabbc96ff8ab038a,2.00701E+11
5ea1d730eabbc96ff8ab038b,2.00701E+11
5ea1d730eabbc96ff8ab038c,2.00701E+11
5ea1d730eabbc96ff8ab038d,2.00701E+11
5ea1d730eabbc96ff8ab038e,2.00701E+11
5ea1d730eabbc96ff8ab038f,M52962
5ea1d730eabbc96ff8ab0390,2.00701E+11
5ea1d730eabbc96ff8ab0391,2.00701E+11
5ea1d730eabbc96ff8ab0392,2.00701E+11
5ea1d730eabbc96ff8ab0393,2.00701E+11
5ea1d730eabbc96ff8ab0394,2.00701E+11
5ea1d730eabbc96ff8ab0395,M52963
5ea1d730eabbc96ff8ab0396,M52964
5ea1d730eabbc96ff8ab0397,M52965
5ea1d730eabbc96ff8ab0398,M52966
5ea1d730eabbc96ff8ab0399,2.00701E+11
5ea1d730eabbc96ff8ab039a,2.00701E+11
5ea1d730eabbc96ff8ab039b,M52982
5ea1d730eabbc96ff8ab039c,2.00701E+11
5ea1d730eabbc96ff8ab039d,M52983
5ea1d730eabbc96ff8ab039e,M52984
5ea1d730eabbc96ff8ab039f,2.00701E+11
5ea1d730eabbc96ff8ab03a0,M52985
5ea1d730eabbc96ff8ab03a1,M52986
5ea1d730eabbc96ff8ab03a2,2.00701E+11
5ea1d730eabbc96ff8ab03a3,2.00701E+11
5ea1d730eabbc96ff8ab03a4,2.00701E+11
5ea1d730eabbc96ff8ab03a5,2.00701E+11
5ea1d730eabbc96ff8ab03a6,M53002
5ea1d730eabbc96ff8ab03a7,2.00701E+11
5ea1d730eabbc96ff8ab03a8,2.00701E+11
5ea1d730eabbc96ff8ab03a9,M53003
5ea1d730eabbc96ff8ab03aa,M53004
5ea1d730eabbc96ff8ab03ab,2.00701E+11
5ea1d730eabbc96ff8ab03ac,2.00701E+11
5ea1d730eabbc96ff8ab03ad,2.00701E+11
5ea1d730eabbc96ff8ab03ae,2.00701E+11
5ea1d730eabbc96ff8ab03af,2.00701E+11
5ea1d730eabbc96ff8ab03b0,2.00701E+11
5ea1d730eabbc96ff8ab03b1,2.00701E+11
5ea1d730eabbc96ff8ab03b2,2.00701E+11
5ea1d730eabbc96ff8ab03b3,2.00701E+11
5ea1d730eabbc96ff8ab03b4,2.00701E+11
5ea1d730eabbc96ff8ab03b5,2.00701E+11
5ea1d730eabbc96ff8ab03b6,2.00701E+11
5ea1d730eabbc96ff8ab03b7,2.00701E+11
5ea1d730eabbc96ff8ab03b8,2.00701E+11
5ea1d730eabbc96ff8ab03b9,2.00701E+11
5ea1d730eabbc96ff8ab03ba,M53022
5ea1d730eabbc96ff8ab03bb,2.00701E+11
5ea1d730eabbc96ff8ab03bc,2.00701E+11
5ea1d730eabbc96ff8ab03bd,2.00701E+11
5ea1d730eabbc96ff8ab03be,2.00701E+11
5ea1d730eabbc96ff8ab03bf,2.00701E+11
5ea1d730eabbc96ff8ab03c0,2.00701E+11
5ea1d730eabbc96ff8ab03c1,M53042
5ea1d730eabbc96ff8ab03c2,2.00701E+11
5ea1d730eabbc96ff8ab03c3,2.00701E+11
5ea1d730eabbc96ff8ab03c4,2.00701E+11
5ea1d730eabbc96ff8ab03c5,2.00701E+11
5ea1d730eabbc96ff8ab03c6,2.00701E+11
5ea1d730eabbc96ff8ab03c7,2.00701E+11
5ea1d730eabbc96ff8ab03c8,2.00701E+11
5ea1d730eabbc96ff8ab03c9,2.00701E+11
5ea1d730eabbc96ff8ab03ca,2.00701E+11
5ea1d730eabbc96ff8ab03cb,M53062
5ea1d730eabbc96ff8ab03cc,2.00701E+11
5ea1d730eabbc96ff8ab03cd,M53063
5ea1d730eabbc96ff8ab03ce,2.00701E+11
5ea1d730eabbc96ff8ab03cf,M53082
5ea1d730eabbc96ff8ab03d0,M53082
5ea1d730eabbc96ff8ab03d1,2.00701E+11
5ea1d730eabbc96ff8ab03d2,2.00701E+11
5ea1d730eabbc96ff8ab03d3,M52942
5ea1d730eabbc96ff8ab03d4,2.00701E+11
5ea1d730eabbc96ff8ab03d5,2.00701E+11
5ea1d730eabbc96ff8ab03d6,2.00701E+11
5ea1d730eabbc96ff8ab03d7,2.00701E+11
5ea1d730eabbc96ff8ab03d8,2.00701E+11
5ea1d730eabbc96ff8ab03d9,2.00701E+11
5ea1d730eabbc96ff8ab03da,2.00701E+11
5ea1d730eabbc96ff8ab03db,2.00701E+11
5ea1d730eabbc96ff8ab03dc,2.00701E+11
5ea1d730eabbc96ff8ab03dd,2.00701E+11
5ea1d730eabbc96ff8ab03de,2.00701E+11
5ea1d730eabbc96ff8ab03df,2.00701E+11
5ea1d730eabbc96ff8ab03e0,2.00701E+11
5ea1d730eabbc96ff8ab03e1,M53103
5ea1d730eabbc96ff8ab03e2,2.00701E+11
5ea1d730eabbc96ff8ab03e3,2.00701E+11
5ea1d730eabbc96ff8ab03e4,2.00701E+11
5ea1d730eabbc96ff8ab03e5,2.00701E+11
5ea1d730eabbc96ff8ab03e6,2.00701E+11
5ea1d730eabbc96ff8ab03e7,2.00701E+11
5ea1d730eabbc96ff8ab03e8,M53104
5ea1d730eabbc96ff8ab03e9,M53105
5ea1d730eabbc96ff8ab03ea,2.00701E+11
5ea1d730eabbc96ff8ab03eb,M53106
5ea1d730eabbc96ff8ab03ec,M53106
5ea1d730eabbc96ff8ab03ed,2.00701E+11
5ea1d730eabbc96ff8ab03ee,2.00701E+11
5ea1d730eabbc96ff8ab03ef,2.00701E+11
5ea1d730eabbc96ff8ab03f0,2.00701E+11
5ea1d730eabbc96ff8ab03f1,2.00701E+11
5ea1d730eabbc96ff8ab03f2,M53122
5ea1d730eabbc96ff8ab03f3,2.00701E+11
5ea1d730eabbc96ff8ab03f4,2.00701E+11
5ea1d730eabbc96ff8ab03f5,2.00701E+11
5ea1d730eabbc96ff8ab03f6,2.00701E+11
5ea1d732eabbc96ff8ab03f7,2.00701E+11
5ea1d732eabbc96ff8ab03f8,2.00701E+11
5ea1d732eabbc96ff8ab03f9,2.00701E+11
5ea1d732eabbc96ff8ab03fa,2.00701E+11
5ea1d732eabbc96ff8ab03fb,2.00701E+11
5ea1d732eabbc96ff8ab03fc,2.00701E+11
5ea1d732eabbc96ff8ab03fd,2.00701E+11
